title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"[The Great Synagogue]","William Henry Pyne","1810","Synagogue, Duke&#39;s Place, Houndsditch","The Great Synagogue, Duke&#39;s Place Synagogue","London","","","","vjwp_1","still image","jpg","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_1_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_1","http://localhost:4000/items/vjwp_1.html"
"Lingua Sacra: in Three Parts","David Levi","1803","Lingua sacra: in three parts. Part I. contains a complete Hebrew grammar ... Part II. a complete Hebrew-English dictionary; containing all the words in the ... books of the Old Testament (being pure Hebrew); the Chaldee words in Daniel and Ezra; Targums of Onkelas, Jonathan, and Jerusalem; and such words in the Talmud, and writings of the most eminent rabbins, as serve to illustrate Scripture. Part III. to contain all words ... terms of art. and phrases used in the English tongue ...","Hebrew language--Grammar; Hebrew language--Dictionaries--English; English language--Dictionaries--Hebrew","London","","","","vjwp_10","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_10_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_10.pdf","http://localhost:4000/items/vjwp_10.html"
"Lingua Sacra: in Three Parts","David Levi","1803","Lingua sacra: in three parts. Part I. contains a complete Hebrew grammar ... Part II. a complete Hebrew-English dictionary; containing all the words in the ... books of the Old Testament (being pure Hebrew); the Chaldee words in Daniel and Ezra; Targums of Onkelas, Jonathan, and Jerusalem; and such words in the Talmud, and writings of the most eminent rabbins, as serve to illustrate Scripture. Part III. to contain all words ... terms of art. and phrases used in the English tongue ...","Hebrew language--Grammar; Hebrew language--Dictionaries--English; English language--Dictionaries--Hebrew","London","","","","vjwp_51","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_51_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_51.pdf","http://localhost:4000/items/vjwp_51.html"
"Lingua Sacra: in Three Parts","David Levi","1803","Lingua sacra: in three parts. Part I. contains a complete Hebrew grammar ... Part II. a complete Hebrew-English dictionary; containing all the words in the ... books of the Old Testament (being pure Hebrew); the Chaldee words in Daniel and Ezra; Targums of Onkelas, Jonathan, and Jerusalem; and such words in the Talmud, and writings of the most eminent rabbins, as serve to illustrate Scripture. Part III. to contain all words ... terms of art. and phrases used in the English tongue ...","Hebrew language--Grammar; Hebrew language--Dictionaries--English; English language--Dictionaries--Hebrew","London","","","","vjwp_52","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_52_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_52.pdf","http://localhost:4000/items/vjwp_52.html"
"Lingua Sacra: in Three Parts","David Levi","1803","Lingua sacra: in three parts. Part I. contains a complete Hebrew grammar ... Part II. a complete Hebrew-English dictionary; containing all the words in the ... books of the Old Testament (being pure Hebrew); the Chaldee words in Daniel and Ezra; Targums of Onkelas, Jonathan, and Jerusalem; and such words in the Talmud, and writings of the most eminent rabbins, as serve to illustrate Scripture. Part III. to contain all words ... terms of art. and phrases used in the English tongue ...","Hebrew language--Grammar; Hebrew language--Dictionaries--English; English language--Dictionaries--Hebrew","London","","","","vjwp_53","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_53_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_53.pdf","http://localhost:4000/items/vjwp_53.html"
"The Order of the Daily Prayers, in Hebrew and English, According to the Custom of the Spanish and Portuguese Jews; as Read in their Synagogues and Used by their Families","David Levi","1810","Second edition. Bilingual prayer book in Hebrew and in English. Western Sephardic tradition.","Judaism--Customs and practices--Sephardic rite","London","","","","vjwp_11","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_11_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_11.pdf","http://localhost:4000/items/vjwp_11.html"
"Letters to Dr. Priestly, in Answer to Those He Addressed to the Jews; Inviting Them to an Amicable Discussion of the Evidences of Christianity","David Levi","1789","Published letters from Levi to Priestly constituting a defense of Judaism.","Judaism--Apologetic works","London","","","","vjwp_12","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_12_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_12.pdf","http://localhost:4000/items/vjwp_12.html"
"Dissertations on the Prophesies of the Old Testament, Containing All Such Prophecies as are Applicable to the Coming of the Messiah, the Restoration of the Jews, and the Resurrection of the Dead","David Levi","1793","Jewish apologetics concerning the notion of prophecy and the traditional Jewish reading of Hebrew Bible prophecies with respect to the messiah and messianic time.","Judaism--Apologetic works","London","","","","vjwp_13","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_13_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_13.pdf","http://localhost:4000/items/vjwp_13.html"
"Dissertations on the Prophesies of the Old Testament, Containing All Such Prophecies as are Applicable to the Coming of the Messiah, the Restoration of the Jews, and the Resurrection of the Dead","David Levi","1796","Jewish apologetics concerning the notion of prophecy and the traditional Jewish reading of Hebrew Bible prophecies with respect to the messiah and messianic time.","Judaism--Apologetic works","London","","","","vjwp_54","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_54_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_54.pdf","http://localhost:4000/items/vjwp_54.html"
"Dissertations on the Prophesies of the Old Testament, Containing All Such Prophecies as are Applicable to the Coming of the Messiah, the Restoration of the Jews, and the Resurrection of the Dead","David Levi","1800","Jewish apologetics concerning the notion of prophecy and the traditional Jewish reading of Hebrew Bible prophecies with respect to the messiah and messianic time.","Judaism--Apologetic works","London","","","","vjwp_55","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_55_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_55.pdf","http://localhost:4000/items/vjwp_55.html"
"Tikun Sofrim: Im Vave Amudim [Bereishit] ","David Levi","1785","Hebrew-English chumash. Includes Hebrew and English Torah portions for Bereishit (Genesis) with the haftorot in the back of the book. ","Bible. Old Testament--Versions, Jewish","London","","","","vjwp_14","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_14_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_14.pdf","http://localhost:4000/items/vjwp_14.html"
"Tikun Sofrim: Im Vave Amudim [Shemot]","David Levi","1787","Hebrew-English chumash. Includes Hebrew and English Torah portions for Shemot (Exodus) with the haftorot in the back of the book. ","Bible. Old Testament--Versions, Jewish","London","","","","vjwp_41","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_41_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_41.pdf","http://localhost:4000/items/vjwp_41.html"
"A Biographical Sketch of the Jewish Socrates [Moses Mendelssohn]","Isaac D&#39;israeli","1798","Biographical essay on Jewish philosopher Moses Mendelssohn.","Jewish philosophy; Mendelssohn, Moses (1729-1786)","London","","","","vjwp_16","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_16.html"
"A Dissertation on Anecdotes","Isaac D&#39;israeli","1793","Short book about the history and nature of anecdotes and their significance. ","Literature--Anecdotes","London","","","","vjwp_17","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_17.html"
"Eighty-Nine Fugitive Fables, in Verse; Moral, Prudential, and Allegorical, Original and Selected","Isaac D&#39;israeli","1792","A collection of moral fables. The fables range from original works by D&#39;israeli to adapted and translated works.","Literature--Fables","London","","","","vjwp_18","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_18.html"
"A Defense of Poetry and Specimens of a New Version of Telemachus","Isaac D&#39;israeli","1790","","Poetry","London","","","","vjwp_19","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_19.html"
"[Bevis Marks]","","","Bevis Marks Synagogue","","London","","","","vjwp_2","still image","jpg","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_2_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_2","http://localhost:4000/items/vjwp_2.html"
"On the Abuse of Satire","Isaac D&#39;israeli","1789","Poem on satire.","English literature--History and criticism","London","","","","vjwp_20","","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_20.html"
"Curiosities of Literature","Isaac D&#39;israeli","1823","vol. 5, seventh edition","Literature--Anecdotes; Litterateurs; English literature--History and criticism","London","","","","vjwp_23","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_23.html"
"Curiosities of Literature","Isaac D&#39;Israeli","1823","vol. 4, seventh edition","Literature--Anecdotes; Litterateurs; English literature--History and criticism","London","","","","vjwp_24","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_24_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_24.pdf","http://localhost:4000/items/vjwp_24.html"
"Curiosities of Literature","Isaac D&#39;israeli","1823","vol. 3, seventh edition","Literature--Anecdotes; Litterateurs; English literature--History and criticism","London","","","","vjwp_25","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_25_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_25.pdf","http://localhost:4000/items/vjwp_25.html"
"A Theological Hebrew Grammar and Lexicon, entitled Mapeach Lashon Hakodesh, A Key to the Holy Tongue","Solomon Lyon","1815","Grammar textbook on Biblical Hebrew.","Hebrew language--Grammar; Aramaic language--Grammar","Liverpool","","","","vjwp_28","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_28_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_28.pdf","http://localhost:4000/items/vjwp_28.html"
"A Succinct Account, of the Rites, and Ceremonies, of the Jews...","David Levi","1782","A succinct account, of the rites, and ceremonies, of the Jews ... In which, their religious principles, and tenets, are clearly explained: particularly, their doctrine of the resurrection, predestination and freewill: and the opinion of Doctor Prideaux concerning those tenets, fully investigated, duly considered and clearly confuted. Also an account of the Jewish calendar, to which is added, a faithful and impartial account of the Mishna ...","Prideaux, Humphrey, 1648-1724. Old and New Testament; Jews. Liturgy and ritual; Mishnah; Worship in the Bible; Jewish calendar","London","","","","vjwp_29","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_29_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_29.png","http://localhost:4000/items/vjwp_29.html"
"The Elements of the Hebrew Language","Hyman Hurwitz","1832","Hebrew language textbook. Second edition.","Hebrew language--Grammar","London","","","","vjwp_3","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_3_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_3.pdf","http://localhost:4000/items/vjwp_3.html"
"Letters to Nathaniel Brasser Halhel, M.P., in Answer to his Testimony of the Authenticity of the Prophecies of Richard Brothers...","David Levi","","Published letters from David Levi to Nathaniel Brasser Halhel, MP, on the Richard Brothers controversy.","","London","","","","vjwp_30","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_30.html"
"A Defense of the Old Testament, in a Series of Letters, Addressed to Thomas Paine","David Levi","1797","Published letters defending Judaism from Enlightenment-era antisemitism, particularly deism and Paine&#39;s claims about superstitious, barbaric religion.","Judaism--Apologetic works;Bible. Old Testament--Versions, Jewish","London","","","","vjwp_31","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_3_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_31.pdf","http://localhost:4000/items/vjwp_31.html"
"Kitzur Dikduk Lashon Ivri [A Compendious Hebrew Grammar]","Marcus Hyman Bresslau","1855","Textbook on Hebrew language and grammar.","Hebrew language--Grammar","London","","","","vjwp_32","book","pdf","English; Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_32_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_32.pdf","http://localhost:4000/items/vjwp_32.html"
"Memoirs of the Life and Commercial Connections, Public and Private, of the Late Benjamin Goldsmid, Esq of Roehampton, Containing a Cursory View of the Jewish Society and Manners...","L. Alexander, Benjamin Goldsmid","1808","Memoirs of Jewish mercantilist Benjamin Goldsmid.","Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs","London","","","","vjwp_33","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_33.html"
"Shorshei Emunah, Elements of Faith for the Use of Jewish Youth of Both Sexes","Shalom ben Jacob Cohen","1815","Religious and moral guide for Jewish adolescents. ","Judaism--Juvenile literature","London","","","","vjwp_34","book","","English;Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_34.html"
"The Jewish Preceptress; or, Elementary Lessons: Written Chiefly for the Use of Female Children, Educated at Jews Hospital ","Daughter of Israel","1818","Lessons for children on the Jewish religion. ","","London","","","","vjwp_35","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_35_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_35.pdf","http://localhost:4000/items/vjwp_35.html"
"Vindiciae Hebraicae; or, a Defence of the Hebrew Scriptures as a Vehicle of Revealed Religion, in Refutation of J. Bellamy ","Hyman Hurwitz","1820","Defense of the Hebrew Bible as divine revelation. ","Bible. Old Testament--Versions, Jewish","London","","","","vjwp_36","book","pdf","English;Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_36_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_36.pdf","http://localhost:4000/items/vjwp_36.html"
"A.S. Lyon&#39;s 1823 Diary","A.S. Lyon","","Diary of A.S. Lyon. ","Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs","","","","","vjwp_37","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_37.html"
"A.S. Lyon&#39;s 1826-1839 Diary","A.S. Lyon","","Diary of A.S. Lyon. ","Great Britain; Jews--Great Britain--Social life and customs; Jews--Social life and customs","","","","","vjwp_38","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_38.html"
"Fiction without Romance, or, the Locket-Watch","Maria Polack","1830","Fiction.","Fiction","London","","","","vjwp_39","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_39_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_39.pdf","http://localhost:4000/items/vjwp_39.html"
"The Tears of a Grateful People, a Hebrew Dirge &amp; Hymn, Chaunted in the Great Synagogue, St. James&#39;s Place, Aldgate, On the Day of the Funeral of King George III...Translated into English Verse, by a Friend","Hyman Hurwitz","1820","A kinah (dirge) on the death of King George III.","Great Britain--History--18th century; Judaism--Liturgy--History","London","","","","vjwp_4","book","pdf","English;Hebrew","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_4_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_4.pdf","http://localhost:4000/items/vjwp_4.html"
"The Etymology and Syntax of the Hebrew Language ","Hyman Hurwitz","1835","Textbook on Hebrew etymology and grammar.","Hebrew language--Grammar; Hebrew language--Etymology","London","","","","vjwp_40","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_40_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_40.pdf","http://localhost:4000/items/vjwp_40.html"
"An Essay on the Manners and Genius of the Literary Character","Isaac D&#39;Israeli","1795","Short book exploring the genius and personalities of literary types.","English--literature--History and criticism","London","","","","vjwp_42","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_42_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_42.pdf","http://localhost:4000/items/vjwp_42.html"
"Miscellanies; or, Literary Recreations","Isaac D&#39;Israeli","1796","Miscellaneous essays on literature.","English--literature--History and criticism","London","","","","vjwp_43","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_43_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_43.pdf","http://localhost:4000/items/vjwp_43.html"
"Romances: To Which Is Now Added, A Modern Romance","Isaac D&#39;Israeli","1803","History and theory of romance literature. Includes Mejnoun and Leila.","Literature--poetry","Philadelphia","","","","vjwp_44","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_44_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_44.pdf","http://localhost:4000/items/vjwp_44.html"
"Literary Miscellanies","Isaac D&#39;Israeli","1801","Literary history and criticism. The 1801 edition includes Dissertation on Anecdotes.","Literature--anecdotes","London","","","","vjwp_45","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_45_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_45.pdf","http://localhost:4000/items/vjwp_45.html"
"Narrative Poems","Isaac D&#39;Israeli","1803","Poems.","Literature--poetry","Philadelphia","","","","vjwp_46","book","","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_46.html"
"Explanation of and Observations on an Antique Medal","Solomon Lyon","1810","An explanation of an antique medal owned by S. Lyon.","Jewish medals","London","","","","vjwp_47","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_47.html"
"Miscellaneous Poems","Emma Henry Lyon","1812","Book of poems. Dedicated to the Princess of Wales.","Literature--poetry","Oxford","","","","vjwp_48","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_48.html"
"Calamities of Authors","Isaac D&#39;Israeli","1812","Literary history and the moral life of famous authors.","English--literature--History and criticism ","London","","","","vjwp_49","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_49_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_49.pdf","http://localhost:4000/items/vjwp_49.html"
"An Introductory Lecture Delivered in the University of London on Tuesday, November 11, 1828","Hyman Hurwitz","1828","Hurwitz&#39;s inaugural lecture at the University College, London.","Judaism--Hebrew","London","","","","vjwp_5","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_5_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_5.pdf","http://localhost:4000/items/vjwp_5.html"
"Hebrew Tales: Selected and Translated from the Writings of the Ancient Hebrew Sages, to which is Prefixed an Essay on the Uninspired Literature of the Hebrews","Hyman Hurwitz","1826","Translations of Talmudic stories. ","Jewish legends","London","","","","vjwp_6","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_6_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_6.pdf","http://localhost:4000/items/vjwp_6.html"
"The Holy Bible, in Hebrew, Conformable to the Accurate Text of Everardo van der Hooght, Printed at Amsterdam, in 1705, and the Musical Accents after the Manner of Pramselo, with the English Translation on the Opposite Page; to which is Added, the Notes, Explanatory, Practical, Critical, and Grammatical of the Late David Levy [sic], Carefully Corrected and Revised","David Levi","1822","Translation of the Torah; first translation of the Torah into English by a Jew","Bible. Old Testament--Versions, Jewish","London","","","","vjwp_8","book","pdf","Hebrew;English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_8_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_8.pdf","http://localhost:4000/items/vjwp_8.html"
"A Defence of the Old Testament: in a Series of Letters, Addressed to Thomas Paine","David Levi","1797","Collection of letters to Thomas Paine disputing Enlightenment-era attitudes toward Judaism and Jewish texts.","Judaism--Apologetic works","London","","","","vjwp_9","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_9_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_9.pdf","http://localhost:4000/items/vjwp_9.html"
"The Jew","Richard Cumberland","1794","Comedy portraying Jewish moneylender as the play&#39;s hero. ","English--drama","","","","","vjwp_57","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_57_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_57.pdf","http://localhost:4000/items/vjwp_57.html"
"St. Leon","William Godwin","1799","Novel centered around French aristocrat Count Reginald de St. Leon, who loses his wealth gambling and is driven to madness.","English--literature; Aristocracy--Social class; France--Fiction","London","","","","vjwp_58","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_58_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_58.pdf","http://localhost:4000/items/vjwp_58.html"
"Zofloya; or, The Moor","&lt;a href=&quot;/charlotte-dacre.html&quot;&gt;Charlotte Dacre&lt;/a&gt;","1806","Gothic novel focusing on lust, betrayal, and multiple murders set in Venice in the last days of the fifteenth century.","Gothic novels; Horrow fiction","London","","","","vjwp_59","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_59_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_59.pdf","http://localhost:4000/items/vjwp_59.html"
"Letter to Mr. Frey, of the Soi-Distant Jews-Chapel, Spitalfields; Occasioned by the Question Now in Debate at the London Forum, Cateaton-Street","Daughter of Israel","1810","Anglo-Jewish pamphlet discussing conversionism. ","English--history; Missions to Jews; London Society for Promoting Christianity Amongst the Jews","London","","","","vjwp_60","","","","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png","http://localhost:4000/items/vjwp_60.html"
"&quot;Song for the Wandering Jew&quot;","William Wordsworth","1815","Poem about the &quot;Wandering Jew&quot; published in Wordsworth&#39;s 1815 volume of poetry.","Literature--poetry","London","","","","vjwp_61","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_61_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_61.pdf","http://localhost:4000/items/vjwp_61.html"
"Hebrew Melodies","Lord Byron","1815","Collection of poems on Jewish and Hebrew biblical themes.","Literature--poetry","London","","","","vjwp_62","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_62_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_62.pdf","http://localhost:4000/items/vjwp_62.html"
"Harrington, a Tale and Ormond, a Tale in Three Volumes","Maria Edgeworth","1817","Novel whose protagonist seeks to uncover and explore his views on Jews.","Literature","London","","","","vjwp_63","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_63_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_63.pdf","http://localhost:4000/items/vjwp_63.html"
"Ivanhoe","Walter Scott","1820","Historical novel set in medieval England.","Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction","Edinburgh","","","","vjwp_64","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_64_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_64.pdf","http://localhost:4000/items/vjwp_64.html"
"Ivanhoe","Walter Scott","1820","Historical novel set in medieval England. Volume 2. ","Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction","Edinburgh","","","","vjwp_92","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_92_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_92.pdf","http://localhost:4000/items/vjwp_92.html"
"Ivanhoe","Walter Scott","1820","Historical novel set in medieval England. Volume 3.","Knights and knighthood--Fiction; Jews--Great Britain--Fiction; Great Britain--History--Richard I, 1189-1199--Fiction","Edinburgh","","","","vjwp_93","book","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_93_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_93.pdf","http://localhost:4000/items/vjwp_93.html"
"The Emancipation of the Jews","William Hazlitt","1831","Article published in The Tatler in March 1831 arguing for the emancipation of the Jews.","Great Britain--politics; Jewish Emancipation","London","","","","vjwp_65","essay","pdf","English","","","https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_65_th.jpg","https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_65.pdf","http://localhost:4000/items/vjwp_65.html"
